SeasonEndYear,Squad,Comp,Player,Sh_Standard,SoT_Standard,Cmp_Total,Att_Total,Cmp_percent_Total,TotDist_Total,PrgDist_Total,Final_Third,PPA,SCA_SCA,TO_SCA,PassLive_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA_GCA,PassLive_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,TklW_Tackles,def_3rd_tackles,mid_3rd_tackles,att_3rd_tackles,Tkl_Challenges,Att_Challenges,Tkl_percent_Challenges,Blocks_Blocks,Sh_Blocks,Pass_Blocks,Int,tkl_plus_int,Clr,Err
2024,Newcastle Utd,Premier League,Callum Wilson,29,15,91,139,65.5,1087,139,3,0,18,4,8,5,1,0,4,2,1,1,0,0,3,0,2,2,0,4,0,5,0,5,1,5,2,0
2024,Nott'ham Forest,Premier League,Brandon Aguilera,0,0,4,8,50,48,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2024,Nott'ham Forest,Premier League,Ola Aina,6,1,290,392,74,4606,1841,22,3,17,1,12,0,1,1,1,1,0,0,0,0,15,21,4,1,17,23,73.9,10,3,7,8,34,38,1
2024,Nott'ham Forest,Premier League,Serge Aurier,6,1,348,448,77.7,5238,2147,31,9,15,1,12,0,1,0,2,2,0,0,0,0,14,9,11,0,5,11,45.5,10,3,7,9,29,36,1
2024,Nott'ham Forest,Premier League,Taiwo Awoniyi,22,11,119,167,71.3,1519,307,6,3,28,2,21,0,3,2,6,5,1,0,0,0,7,1,4,4,1,2,50,6,1,5,1,10,9,0
2024,Nott'ham Forest,Premier League,Willy Boly,11,5,390,520,75,6906,2935,24,7,9,0,7,2,0,0,0,0,0,0,0,0,18,26,4,0,13,23,56.5,19,14,5,20,50,68,0
2024,Nott'ham Forest,Premier League,Danilo,14,4,364,456,79.8,6660,1728,51,9,21,1,17,1,1,0,2,2,0,0,0,0,9,11,8,1,13,30,43.3,19,5,14,17,37,25,0
2024,Nott'ham Forest,Premier League,Nicolás Domínguez,19,5,555,661,84,8556,2519,46,15,31,0,29,2,0,0,2,2,0,0,0,0,31,33,25,1,22,42,52.4,24,4,20,13,72,22,0
2024,Nott'ham Forest,Premier League,Anthony Elanga,45,20,333,501,66.5,4424,1036,16,18,46,4,33,6,2,1,9,8,0,0,0,1,17,16,6,6,14,28,50,20,2,18,7,35,15,1
2024,Nott'ham Forest,Premier League,Felipe,2,0,129,151,85.4,2516,974,6,0,4,0,2,1,0,1,0,0,0,0,0,0,6,6,3,0,7,9,77.8,2,1,1,1,10,6,0
2024,Nott'ham Forest,Premier League,Morgan Gibbs-White,46,8,655,973,67.3,11234,3818,64,25,94,6,50,5,5,1,10,7,0,1,0,0,19,5,14,9,12,25,48,19,4,15,11,39,17,0
2024,Nott'ham Forest,Premier League,Callum Hudson-Odoi,15,8,314,407,77.1,4967,1018,12,18,49,7,38,1,1,0,6,4,1,0,1,0,4,2,3,5,4,16,25,9,1,8,4,14,9,0
2024,Nott'ham Forest,Premier League,Brennan Johnson,3,0,47,61,77,671,143,2,0,7,2,3,1,1,0,3,1,1,0,1,0,1,1,1,2,2,4,50,4,1,3,0,4,0,0
2024,Nott'ham Forest,Premier League,Cheikhou Kouyaté,4,1,44,69,63.8,548,149,3,0,8,0,5,2,0,1,1,1,0,0,0,0,5,3,3,2,1,4,25,4,1,3,2,10,10,0
2024,Nott'ham Forest,Premier League,Orel Mangala,10,1,570,646,88.2,9021,2312,39,1,20,0,17,0,1,2,2,1,0,0,0,1,13,16,10,1,14,29,48.3,12,6,6,26,53,32,0
2024,Nott'ham Forest,Premier League,Scott McKenna,2,0,137,186,73.7,2769,1280,10,3,2,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,2,3,66.7,6,4,2,5,9,27,0
2024,Nott'ham Forest,Premier League,Gonzalo Montiel,2,0,202,265,76.2,3232,1348,19,6,9,0,8,1,0,0,2,2,0,0,0,0,11,8,5,1,10,18,55.6,5,2,3,6,20,28,1
2024,Nott'ham Forest,Premier League,Murillo,9,3,718,940,76.4,14953,6609,67,10,18,4,11,3,0,0,1,1,0,0,0,0,20,23,8,1,13,24,54.2,32,18,14,23,55,126,0
2024,Nott'ham Forest,Premier League,Moussa Niakhate,5,1,473,604,78.3,8854,3164,25,5,9,0,6,0,0,0,0,0,0,0,0,0,21,26,7,0,14,18,77.8,16,10,6,9,42,42,0
2024,Nott'ham Forest,Premier League,Andrew Omobamidele,0,0,126,149,84.6,2422,645,4,0,2,0,2,0,0,0,0,0,0,0,0,0,3,7,1,0,4,7,57.1,6,5,1,8,16,29,1
2024,Nott'ham Forest,Premier League,Divock Origi,5,1,42,66,63.6,614,218,3,4,10,1,7,1,0,0,2,2,0,0,0,0,2,3,0,1,0,0,NA,4,0,4,1,5,1,0
2024,Nott'ham Forest,Premier League,Gio Reyna,1,0,36,42,85.7,518,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,0,0,0,1,2,0,0
2024,Nott'ham Forest,Premier League,Rodrigo Ribeiro,0,0,2,2,100,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,1,0,0
2024,Nott'ham Forest,Premier League,Ibrahim Sangaré,6,0,271,336,80.7,4248,1355,27,5,16,0,13,1,1,1,2,2,0,0,0,0,16,17,11,4,9,21,42.9,20,6,14,10,42,19,0
2024,Nott'ham Forest,Premier League,Andrey Santos,2,0,6,6,100,90,31,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,0
2024,Nott'ham Forest,Premier League,Matz Sels,0,0,71,116,61.2,1800,1225,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,3,0
2024,Nott'ham Forest,Premier League,Nuno Tavares,7,1,197,267,73.8,2877,1074,14,2,9,1,8,0,0,0,0,0,0,0,0,0,7,8,1,1,7,8,87.5,6,0,6,1,11,19,0
2024,Nott'ham Forest,Premier League,Harry Toffolo,8,5,335,473,70.8,5622,2417,34,10,25,0,16,2,0,0,4,4,0,0,0,0,9,16,4,0,11,18,61.1,28,11,17,11,31,37,0
2024,Nott'ham Forest,Premier League,Matt Turner,0,0,398,578,68.9,12363,9869,10,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,8,4
2024,Nott'ham Forest,Premier League,Odisseas Vlachodimos,0,0,141,176,80.1,3965,2847,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2024,Nott'ham Forest,Premier League,Neco Williams,6,1,257,420,61.2,4062,1600,22,10,17,1,13,2,0,1,2,1,1,0,0,0,27,35,11,5,29,45,64.4,29,9,20,16,67,30,0
2024,Nott'ham Forest,Premier League,Chris Wood,22,12,140,225,62.2,1721,387,10,2,22,4,16,2,0,0,4,1,3,0,0,0,2,0,1,1,1,4,25,7,2,5,1,3,19,0
2024,Nott'ham Forest,Premier League,Joe Worrall,2,0,138,164,84.1,2910,1068,5,0,3,0,2,1,0,0,1,1,0,0,0,0,5,6,1,0,3,6,50,5,4,1,3,10,32,1
2024,Nott'ham Forest,Premier League,Ryan Yates,17,4,390,511,76.3,6107,1548,39,4,15,0,13,2,0,0,1,1,0,0,0,0,26,26,14,4,10,20,50,32,13,19,14,58,28,0
2024,Sheffield Utd,Premier League,Bénie Adama Traore,1,1,55,71,77.5,775,185,2,7,6,0,6,0,0,0,1,1,0,0,0,0,2,1,2,1,0,4,0,4,1,3,1,5,1,0
2024,Sheffield Utd,Premier League,Anel Ahmedhodžić,15,3,536,709,75.6,8788,3329,28,1,19,0,16,3,0,0,1,0,0,1,0,0,29,35,10,2,22,36,61.1,31,18,13,22,69,93,1
2024,Sheffield Utd,Premier League,Oliver Arblaster,0,0,8,8,100,128,13,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,1,0,0
2024,Sheffield Utd,Premier League,Cameron Archer,29,7,218,271,80.4,2637,387,8,6,36,7,23,4,1,1,2,0,1,1,0,0,9,6,5,3,6,15,40,17,3,14,1,15,10,0
2024,Sheffield Utd,Premier League,George Baldock,1,0,278,378,73.5,4426,1708,17,11,16,2,10,0,1,0,2,1,0,0,1,0,9,9,7,1,6,14,42.9,12,8,4,9,26,28,0
2024,Sheffield Utd,Premier League,Chris Basham,2,0,103,138,74.6,1506,484,7,2,3,0,1,1,1,0,0,0,0,0,0,0,2,4,3,0,2,9,22.2,9,4,5,5,12,17,0
2024,Sheffield Utd,Premier League,Anis Ben Slimane,6,3,74,116,63.8,1075,317,5,2,8,1,6,0,0,1,0,0,0,0,0,0,5,3,1,4,3,8,37.5,5,1,4,4,12,6,0
2024,Sheffield Utd,Premier League,Jayden Bogle,17,4,453,662,68.4,6737,2399,26,14,20,0,18,0,2,0,0,0,0,0,0,0,27,33,12,2,24,52,46.2,32,10,22,27,74,73,0
2024,Sheffield Utd,Premier League,Ben Brereton,6,4,28,39,71.8,397,131,3,3,5,1,4,0,0,0,2,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,2,0
2024,Sheffield Utd,Premier League,Rhian Brewster,6,3,43,63,68.3,555,144,6,1,6,0,5,1,0,0,0,0,0,0,0,0,1,1,2,2,0,2,0,2,0,2,0,5,2,0
2024,Sheffield Utd,Premier League,Andre Brooks,5,1,119,163,73,1772,400,8,4,5,2,2,1,0,0,0,0,0,0,0,0,7,2,7,1,5,14,35.7,11,1,10,9,19,14,0
2024,Sheffield Utd,Premier League,Tom Davies,3,0,56,80,70,767,253,5,1,4,0,3,0,0,1,1,0,0,0,0,1,4,3,2,3,2,8,25,2,1,1,3,11,5,1
2024,Sheffield Utd,Premier League,John Egan,3,1,128,185,69.2,2449,988,5,1,1,0,0,1,0,0,0,0,0,0,0,0,4,4,2,0,4,11,36.4,10,4,6,13,19,39,1
2024,Sheffield Utd,Premier League,John Fleck,0,0,29,40,72.5,408,88,1,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
2024,Sheffield Utd,Premier League,Wes Foderingham,0,0,485,873,55.6,16052,12848,17,2,2,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,3,4,75,0,0,0,0,3,12,6
2024,Sheffield Utd,Premier League,Ivo Grbić,0,0,53,87,60.9,1743,1330,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2024,Sheffield Utd,Premier League,Antwoine Hackford,0,0,2,2,100,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2024,Sheffield Utd,Premier League,Gustavo Hamer,29,6,533,769,69.3,8804,3272,59,19,69,5,44,5,1,0,6,5,1,0,0,0,19,17,11,5,11,46,23.9,22,3,19,18,51,29,0
2024,Sheffield Utd,Premier League,Mason Holgate,2,0,40,68,58.8,802,367,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,5,2,3,5,8,8,0
2024,Sheffield Utd,Premier League,Yasser Larouci,5,1,104,143,72.7,1578,597,10,0,7,1,4,1,0,0,0,0,0,0,0,0,7,8,5,2,8,11,72.7,5,1,4,7,22,18,1
2024,Sheffield Utd,Premier League,Max Lowe,2,0,62,96,64.6,945,389,6,2,4,0,3,1,0,0,1,1,0,0,0,0,10,12,5,3,8,15,53.3,7,3,4,5,25,13,0
2024,Sheffield Utd,Premier League,James Mcatee,21,6,292,430,67.9,4192,1112,26,23,46,4,36,2,2,0,1,1,0,0,0,0,18,7,12,9,12,27,44.4,18,0,18,9,37,12,0
2024,Sheffield Utd,Premier League,Oliver McBurnie,19,9,163,268,60.8,1957,487,22,3,18,0,13,2,3,0,4,3,0,0,1,0,2,1,4,5,1,5,20,14,2,12,3,13,17,0
2024,Sheffield Utd,Premier League,Rhys Norrington-Davies,0,0,48,67,71.6,811,222,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,2,1,2,2,0
2024,Sheffield Utd,Premier League,Oliver Norwood,14,5,603,868,69.5,11668,4485,63,11,30,0,17,1,0,0,1,1,0,0,0,0,25,18,18,4,20,44,45.5,23,8,15,20,60,38,0
2024,Sheffield Utd,Premier League,Ryan One,0,0,1,1,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2024,Sheffield Utd,Premier League,Ben Osborn,2,0,189,254,74.4,3002,1109,14,6,10,0,10,0,0,0,1,1,0,0,0,0,3,3,4,2,4,7,57.1,9,0,9,2,11,14,0
2024,Sheffield Utd,Premier League,William Osula,20,7,40,81,49.4,472,83,3,2,11,0,3,5,3,0,1,0,0,1,0,0,2,1,0,1,1,2,50,3,1,2,2,4,7,0
2024,Sheffield Utd,Premier League,Sydie Peck,0,0,1,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2024,Sheffield Utd,Premier League,Jack Robinson,8,2,694,950,73.1,13451,5760,43,4,15,0,8,2,0,1,1,0,0,0,0,0,22,24,9,0,21,31,67.7,39,26,13,26,59,111,2
2024,Sheffield Utd,Premier League,Vinicius Souza,10,4,635,798,79.6,10321,2658,53,4,19,0,16,1,0,2,3,2,0,1,0,0,61,50,39,13,32,57,56.1,41,12,29,28,130,58,1
2024,Sheffield Utd,Premier League,Luke Thomas,6,1,234,319,73.4,3866,1408,23,5,10,0,8,1,1,0,0,0,0,0,0,0,9,13,6,1,8,14,57.1,23,5,18,10,30,27,0
2024,Sheffield Utd,Premier League,Auston Trusty,5,1,434,592,73.3,7570,2832,15,2,8,1,6,0,0,0,0,0,0,0,0,0,23,23,10,3,14,31,45.2,22,14,8,18,54,105,3
2024,Tottenham,Premier League,Rodrigo Bentancur,8,1,292,357,81.8,4585,1191,33,3,10,1,7,0,0,2,1,0,0,0,0,1,6,7,2,2,5,12,41.7,7,2,5,5,16,11,0
2024,Tottenham,Premier League,Yves Bissouma,18,4,1154,1260,91.6,17015,4733,96,9,32,3,24,0,0,4,2,2,0,0,0,0,36,23,26,8,31,44,70.5,22,4,18,27,84,31,2
2024,Tottenham,Premier League,Ben Davies,12,2,730,804,90.8,13349,5172,79,4,13,0,13,0,0,0,1,1,0,0,0,0,17,13,6,2,15,18,83.3,16,14,2,10,31,33,0
2024,Tottenham,Premier League,Eric Dier,0,0,125,141,88.7,2070,1037,3,0,2,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,2,2,100,3,3,0,2,4,12,0
2024,Tottenham,Premier League,Jamie Donley,0,0,1,1,100,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,3,0
2024,Tottenham,Premier League,Radu Drăgușin,0,0,11,13,84.6,180,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,2,2,2,0
2024,Tottenham,Premier League,Emerson,5,3,798,880,90.7,11623,3365,37,6,17,0,11,1,2,1,3,1,0,0,0,0,21,19,9,3,19,35,54.3,17,8,9,18,49,45,1
2024,Tottenham,Premier League,Bryan Gil,3,1,113,140,80.7,1619,284,5,6,7,0,6,1,0,0,1,1,0,0,0,0,0,0,0,1,1,3,33.3,3,0,3,3,4,4,0
2024,Tottenham,Premier League,Son Heung-min,56,26,524,649,80.7,7326,1903,28,41,81,8,65,5,2,1,11,7,3,0,1,0,8,5,4,5,6,15,40,3,1,2,7,21,4,0
2024,Tottenham,Premier League,Pierre Højbjerg,12,3,861,987,87.2,14054,5068,112,8,22,1,20,1,0,0,2,2,0,0,0,0,13,8,13,2,10,27,37,18,7,11,13,36,26,1
2024,Tottenham,Premier League,Brennan Johnson,29,13,248,356,69.7,3685,872,18,18,38,2,28,4,3,1,8,6,0,1,0,1,9,10,3,3,8,20,40,17,0,17,6,22,11,1
2024,Tottenham,Premier League,Dejan Kulusevski,41,17,706,912,77.4,10065,2728,38,60,100,8,81,9,0,1,5,4,1,0,0,0,23,15,13,15,15,44,34.1,15,1,14,9,52,2,1
2024,Tottenham,Premier League,Giovani Lo Celso,8,4,335,372,90.1,4890,1422,32,10,16,0,13,1,0,0,3,3,0,0,0,0,8,6,7,3,7,10,70,3,1,2,4,20,2,0
2024,Tottenham,Premier League,James Maddison,37,18,696,887,78.5,11376,3802,85,42,109,7,70,6,8,3,15,9,2,1,1,1,12,3,12,9,12,20,60,10,1,9,8,32,4,1
2024,Tottenham,Premier League,Pape Matar Sarr,29,12,793,906,87.5,11748,2963,88,11,40,0,31,3,2,4,6,5,0,1,0,0,17,8,12,4,11,24,45.8,14,4,10,15,39,18,0
2024,Tottenham,Premier League,Ivan Perišić,2,0,53,76,69.7,828,363,4,6,8,1,6,0,0,0,2,1,0,0,0,0,2,1,1,1,3,5,60,1,0,1,2,5,1,0
2024,Tottenham,Premier League,Pedro Porro,37,6,1179,1553,75.9,18072,6898,79,31,76,2,41,5,4,0,10,7,0,0,0,0,46,34,20,13,44,88,50,49,13,36,23,90,75,2
2024,Tottenham,Premier League,Richarlison,56,22,240,356,67.4,3447,857,16,12,30,3,21,4,1,1,4,4,0,0,0,0,11,4,8,4,2,9,22.2,31,6,25,8,24,21,0
2024,Tottenham,Premier League,Cristian Romero,13,5,1503,1634,92,26074,10301,117,8,23,0,19,1,0,1,1,1,0,0,0,0,26,28,13,1,22,28,78.6,26,10,16,28,70,70,1
2024,Tottenham,Premier League,Davinson Sánchez,1,0,68,75,90.7,1045,377,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,2,1,1,1,2,0
2024,Tottenham,Premier League,Dane Scarlett,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2024,Tottenham,Premier League,Oliver Skipp,3,1,282,309,91.3,4092,1123,35,3,13,0,12,1,0,0,1,1,0,0,0,0,10,7,5,3,8,14,57.1,11,1,10,1,16,7,0
2024,Tottenham,Premier League,Manor Solomon,7,1,78,90,86.7,1105,196,3,7,19,1,16,1,1,0,2,2,0,0,0,0,3,1,1,1,1,2,50,4,0,4,3,6,2,0
2024,Tottenham,Premier League,Destiny Udogie,8,4,932,1102,84.6,12607,3786,86,11,47,3,42,2,0,0,7,6,0,1,0,0,29,38,14,9,24,41,58.5,22,6,16,28,89,67,4
2024,Tottenham,Premier League,Alejo Véliz,2,1,5,10,50,91,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,1,0,0
2024,Tottenham,Premier League,Micky van de Ven,5,1,1108,1165,95.1,19503,6365,80,2,6,0,6,0,0,0,0,0,0,0,0,0,21,21,6,3,15,21,71.4,11,8,3,12,42,53,0
2024,Tottenham,Premier League,Guglielmo Vicario,0,0,907,1100,82.5,17925,10746,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,2
2024,Tottenham,Premier League,Timo Werner,16,4,156,195,80,2224,445,4,10,18,2,13,3,0,0,5,5,0,0,0,0,1,2,1,0,2,8,25,1,0,1,3,6,0,0
2024,West Ham,Premier League,Nayef Aguerd,14,3,830,1044,79.5,17721,7957,66,1,13,0,11,1,0,0,0,0,0,0,0,0,11,16,6,0,13,17,76.5,28,21,7,16,38,81,2
2024,West Ham,Premier League,Edson Álvarez,15,3,808,944,85.6,13280,3959,66,4,25,2,18,3,0,2,2,2,0,0,0,0,30,37,20,4,22,44,50,40,16,24,30,91,69,0
2024,West Ham,Premier League,Michail Antonio,10,4,97,170,57.1,1411,376,7,5,19,3,13,0,2,1,5,4,1,0,0,0,4,3,3,2,3,5,60,10,3,7,1,9,1,0
2024,West Ham,Premier League,Alphonse Areola,0,0,440,683,64.4,13881,10091,7,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,33.3,0,0,0,1,2,9,0
2024,West Ham,Premier League,Saïd Benrahma,18,5,193,257,75.1,2587,504,11,11,26,3,23,0,0,0,1,1,0,0,0,0,4,5,3,0,4,15,26.7,8,0,8,5,13,7,0
2024,West Ham,Premier League,Jarrod Bowen,63,30,378,536,70.5,5052,1324,22,9,61,5,42,5,3,2,10,8,0,1,0,1,18,12,8,10,10,26,38.5,29,5,24,16,46,12,0
2024,West Ham,Premier League,Maxwel Cornet,4,1,28,39,71.8,346,67,0,0,5,0,4,1,0,0,0,0,0,0,0,0,2,3,0,0,1,5,20,0,0,0,1,4,1,0
2024,West Ham,Premier League,Vladimír Coufal,2,0,826,1202,68.7,13343,6585,72,28,52,2,33,1,3,0,7,7,0,0,0,0,33,39,8,2,29,53,54.7,29,9,20,34,83,77,0
2024,West Ham,Premier League,Aaron Cresswell,0,0,81,95,85.3,1395,546,7,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,2,1,1,0,1,3,0
2024,West Ham,Premier League,Łukasz Fabiański,0,0,71,106,67,2146,1458,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,100,0,0,0,1,2,0,0
2024,West Ham,Premier League,Pablo Fornals,7,3,162,210,77.1,2602,713,19,6,16,0,13,0,1,2,1,0,0,0,0,1,6,4,3,3,5,16,31.3,8,1,7,6,16,7,0
2024,West Ham,Premier League,Danny Ings,7,2,42,66,63.6,466,91,0,2,13,3,5,3,1,1,3,0,1,1,1,0,2,0,5,0,3,9,33.3,4,1,3,1,6,5,0
2024,West Ham,Premier League,Ben Johnson,5,1,162,222,73,2453,1003,13,0,8,0,6,0,2,0,1,1,0,0,0,0,6,5,1,1,6,7,85.7,1,1,0,5,12,8,0
2024,West Ham,Premier League,Thilo Kehrer,0,0,9,9,100,86,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,NA,2,2,0,0,1,0,0
2024,West Ham,Premier League,Konstantinos Mavropanos,6,1,289,382,75.7,5765,2343,17,1,6,0,5,0,0,1,0,0,0,0,0,0,10,10,7,2,11,12,91.7,13,6,7,17,36,55,1
2024,West Ham,Premier League,Kudus Mohammed,39,12,418,544,76.8,7008,1045,19,20,57,9,34,7,7,0,10,5,1,3,1,0,33,16,20,8,17,26,65.4,20,0,20,5,49,6,1
2024,West Ham,Premier League,Divin Mubama,1,0,16,22,72.7,200,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2024,West Ham,Premier League,Angelo Ogbonna,0,0,78,89,87.6,1521,477,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,2,100,10,8,2,2,5,18,0
2024,West Ham,Premier League,Emerson Palmieri,15,3,1037,1274,81.4,14005,5579,65,18,52,3,37,2,5,2,7,4,1,0,1,0,52,33,33,12,42,59,71.2,32,7,25,31,109,72,0
2024,West Ham,Premier League,Lucas Paquetá,24,4,715,961,74.4,10997,3819,85,30,58,6,48,0,4,0,11,10,1,0,0,0,34,25,18,4,18,37,48.6,22,0,22,14,61,19,1
2024,West Ham,Premier League,Kalvin Phillips,3,2,101,126,80.2,1834,392,16,0,5,0,5,0,0,0,0,0,0,0,0,0,3,2,4,1,4,6,66.7,3,0,3,4,11,2,1
2024,West Ham,Premier League,Tomáš Souček,33,11,499,673,74.1,7534,2192,58,4,26,0,19,4,0,2,2,2,0,0,0,0,24,13,19,2,14,33,42.4,38,21,17,29,63,70,0
2024,West Ham,Premier League,James Ward-Prowse,29,11,1071,1295,82.7,17982,5431,108,15,88,1,39,4,0,2,13,5,0,2,0,0,23,12,17,5,12,29,41.4,23,7,16,29,63,41,0
2024,West Ham,Premier League,Kurt Zouma,14,6,704,851,82.7,13730,4945,39,1,11,0,9,1,1,0,2,2,0,0,0,0,9,8,5,0,4,7,57.1,29,20,9,20,33,115,0
2024,Wolves,Premier League,Rayan Aït Nouri,13,1,708,839,84.4,9801,2937,48,10,45,1,32,2,3,0,2,1,0,0,1,0,28,27,16,5,18,29,62.1,23,6,17,12,60,30,0
2024,Wolves,Premier League,Jean-Ricner Bellegarde,14,5,215,275,78.2,3090,749,17,6,28,5,19,1,1,0,2,1,1,0,0,0,9,7,6,2,6,13,46.2,17,2,15,7,22,13,0
2024,Wolves,Premier League,Daniel Bentley,0,0,67,98,68.4,1552,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0
2024,Wolves,Premier League,Hugo Bueno,4,0,215,275,78.2,2905,704,10,4,15,1,12,1,1,0,2,2,0,0,0,0,11,9,6,2,8,13,61.5,9,1,8,4,21,15,0
2024,Wolves,Premier League,Santiago Bueno,0,0,75,89,84.3,1414,382,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,2,3,66.7,6,2,4,2,6,16,0
2024,Wolves,Premier League,Jonny Castro,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
2024,Wolves,Premier League,Tawanda Chirewa,1,0,8,8,100,155,45,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,100,0,0,0,1,3,0,0
2024,Wolves,Premier League,Matheus Cunha,59,30,502,637,78.8,6696,1707,40,25,67,11,40,7,7,2,11,7,1,1,1,1,11,6,15,3,10,30,33.3,23,7,16,13,37,16,1
2024,Wolves,Premier League,Craig Dawson,16,5,1104,1277,86.5,23417,8062,52,2,12,0,8,3,0,1,1,0,0,1,0,0,20,23,6,1,22,34,64.7,51,39,12,16,46,120,1
2024,Wolves,Premier League,Matt Doherty,5,2,230,309,74.4,3363,899,11,5,7,0,7,0,0,0,0,0,0,0,0,0,7,6,5,2,5,11,45.5,7,2,5,4,17,23,0
2024,Wolves,Premier League,Tommy Doyle,6,2,496,589,84.2,9648,2720,58,4,14,0,10,0,0,0,4,3,0,0,0,0,8,9,5,3,10,13,76.9,14,6,8,8,25,12,0
2024,Wolves,Premier League,Nathan Fraser,1,1,18,23,78.3,213,23,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,1,1,0,1,1,0
2024,Wolves,Premier League,João Gomes,18,5,668,817,81.8,9809,2810,43,14,41,1,32,3,1,3,4,3,0,1,0,0,46,45,28,7,29,64,45.3,40,3,37,15,95,16,2
2024,Wolves,Premier League,Toti Gomes,7,2,1019,1265,80.6,15240,5760,61,6,16,1,12,2,0,0,2,2,0,0,0,0,22,24,7,3,18,24,75,24,13,11,18,52,53,1
2024,Wolves,Premier League,Hwang Hee-chan,35,12,349,451,77.4,4744,841,16,6,39,7,25,3,3,1,9,4,3,1,1,0,8,9,6,1,8,21,38.1,18,1,17,8,24,9,0
2024,Wolves,Premier League,Sasa Kalajdzic,4,2,38,60,63.3,507,130,1,2,5,0,5,0,0,0,0,0,0,0,0,0,2,3,2,1,1,2,50,3,0,3,1,7,6,0
2024,Wolves,Premier League,Max Kilman,9,5,1312,1562,84,24391,8956,84,10,25,2,23,0,0,0,0,0,0,0,0,0,17,28,3,1,18,24,75,42,19,23,29,61,129,2
2024,Wolves,Premier League,Mario Lemina,35,13,808,959,84.3,12725,3361,41,3,35,0,31,4,0,0,3,3,0,0,0,0,47,36,23,9,15,31,48.4,19,5,14,35,103,53,0
2024,Wolves,Premier League,Pedro Neto,34,11,515,695,74.1,8027,1923,22,28,74,8,41,4,6,0,14,8,2,1,1,0,3,3,2,2,5,14,35.7,5,1,4,4,11,2,0
